timestamp,gyroscopeX,gyroscopeY,gyroscopeZ,accelerometerX,accelerometerY,accelerometerZ,magnetometerX,magnetometerY,magnetometerZ,RC0,RC1,RC2,RC3,RC4,RC5,RC6,RC7,Motor0,Motor1,Motor2,Motor3,Motor4,Motor5,Motor6,Motor7
1468416002106,-0.48780487804878053,0.9756097560975611,-0.24390243902439027,0.0078125,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002115,-0.48780487804878053,0.9756097560975611,-0.24390243902439027,0.0078125,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002125,-0.7317073170731708,0.24390243902439027,0,0.0078125,-0.01953125,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002136,-0.7317073170731708,0,0.24390243902439027,0.009765625,-0.021484375,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002146,-0.48780487804878053,-0.24390243902439027,0.24390243902439027,0.009765625,-0.021484375,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002156,-1.2195121951219514,0,0.9756097560975611,0.0078125,-0.021484375,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002165,-1.2195121951219514,0.24390243902439027,0.7317073170731708,0.0078125,-0.01953125,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002175,-0.7317073170731708,0.7317073170731708,0.7317073170731708,0.005859375,-0.017578125,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002185,-0.9756097560975611,0.7317073170731708,0.7317073170731708,0.001953125,-0.017578125,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002195,-0.9756097560975611,0.7317073170731708,0.7317073170731708,0,-0.017578125,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002206,-0.7317073170731708,0.9756097560975611,0.24390243902439027,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002215,-0.7317073170731708,0.9756097560975611,0.24390243902439027,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002225,-0.7317073170731708,0.48780487804878053,0.48780487804878053,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002236,-0.7317073170731708,0.48780487804878053,0.48780487804878053,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002245,-0.7317073170731708,0.48780487804878053,0.48780487804878053,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002255,-0.7317073170731708,0.48780487804878053,0.48780487804878053,0,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002266,0.24390243902439027,-1.2195121951219514,0.24390243902439027,0.00390625,-0.015625,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002276,-0.7317073170731708,0,0,0.009765625,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002285,-0.24390243902439027,0,0.24390243902439027,0.009765625,-0.017578125,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002295,-0.24390243902439027,-0.48780487804878053,0.24390243902439027,0.0078125,-0.015625,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002305,-0.48780487804878053,-0.48780487804878053,0.24390243902439027,0.005859375,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002315,-0.48780487804878053,-0.48780487804878053,0.24390243902439027,0.005859375,-0.015625,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002325,-0.9756097560975611,0.9756097560975611,0,0.00390625,-0.017578125,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002335,-1.4634146341463417,0.9756097560975611,-0.24390243902439027,0,-0.017578125,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002346,-1.2195121951219514,0.7317073170731708,-0.24390243902439027,0.001953125,-0.021484375,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002355,-0.9756097560975611,0.7317073170731708,0,0,-0.0234375,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002365,-0.7317073170731708,0.24390243902439027,0,0.00390625,-0.0234375,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002375,-0.48780487804878053,-0.24390243902439027,0,0.00390625,-0.021484375,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002385,0.24390243902439027,-0.7317073170731708,0.24390243902439027,0.00390625,-0.01953125,0.98046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002395,0.24390243902439027,-0.48780487804878053,0.24390243902439027,0.005859375,-0.017578125,0.97265625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002405,-7.317073170731708,10.731707317073171,0.7317073170731708,0.017578125,-0.009765625,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002415,-7.317073170731708,10.731707317073171,0.7317073170731708,0.017578125,-0.009765625,0.982421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002425,-22.926829268292686,27.80487804878049,-0.7317073170731708,0.013671875,-0.005859375,1.017578125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002435,-37.31707317073171,50.00000000000001,-0.9756097560975611,0.015625,-0.005859375,1.025390625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002445,-48.29268292682927,62.6829268292683,-0.48780487804878053,0.01171875,-0.009765625,0.978515625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002455,-24.146341463414636,29.75609756097561,2.439024390243903,-0.01171875,-0.037109375,0.9765625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002466,12.682926829268293,-12.682926829268293,3.414634146341464,-0.015625,-0.037109375,0.916015625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002475,13.170731707317074,-16.34146341463415,4.878048780487806,0,-0.02734375,1.0078125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002485,-1.707317073170732,-0.24390243902439027,7.560975609756098,0.01953125,-0.0078125,0.998046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002496,-13.170731707317074,12.926829268292684,12.439024390243903,0.015625,0.001953125,1.009765625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002505,-10.24390243902439,8.78048780487805,12.439024390243903,0.015625,0.017578125,0.96875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002516,-10.24390243902439,8.78048780487805,12.439024390243903,0.015625,0.017578125,0.96875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002526,8.536585365853659,-10.487804878048781,14.146341463414636,0.015625,0.013671875,0.93359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002535,14.878048780487806,-24.634146341463417,21.951219512195124,-0.029296875,-0.064453125,0.994140625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002545,10.731707317073171,-6.585365853658537,0.48780487804878053,-0.048828125,-0.095703125,0.93359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002555,0.7317073170731708,0.24390243902439027,-0.9756097560975611,-0.0078125,-0.048828125,1.0703125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002566,-1.9512195121951221,-1.4634146341463417,0,-0.00390625,-0.037109375,0.951171875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002575,9.51219512195122,-10.487804878048781,1.2195121951219514,0,-0.02734375,0.939453125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002585,2.1951219512195124,-4.390243902439025,-0.24390243902439027,0.001953125,-0.013671875,1.013671875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002596,-0.24390243902439027,-2.439024390243903,0.24390243902439027,0,-0.013671875,0.962890625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002606,6.829268292682928,-10.975609756097562,-0.48780487804878053,0,-0.015625,0.98828125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002615,6.829268292682928,-10.975609756097562,-0.48780487804878053,0,-0.015625,0.98828125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002625,3.9024390243902443,-10.000000000000002,-3.414634146341464,0.013671875,-0.0078125,1,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002635,4.146341463414634,-10.487804878048781,-9.756097560975611,-0.00390625,0.0234375,0.99609375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002646,16.34146341463415,-25.853658536585368,-15.609756097560977,-0.03125,0.04296875,0.951171875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002656,31.951219512195124,-45.60975609756098,-29.512195121951223,-0.046875,0.060546875,0.974609375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002665,44.39024390243903,-70.2439024390244,-39.51219512195122,-0.05859375,0.068359375,1.095703125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002676,-4.878048780487806,-33.170731707317074,-45.85365853658537,-0.083984375,0.060546875,1.037109375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002685,2.1951219512195124,-31.951219512195124,-65.1219512195122,-0.125,0.021484375,1.037109375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002695,15.853658536585368,-73.90243902439025,-81.46341463414635,-0.1640625,-0.013671875,1.091796875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002705,2.682926829268293,-140.97560975609758,-88.53658536585367,-0.203125,-0.02734375,1.154296875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002715,2.682926829268293,-140.97560975609758,-88.53658536585367,-0.203125,-0.02734375,1.154296875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002725,10.000000000000002,-203.90243902439028,-92.19512195121952,-0.201171875,-0.03515625,1.16015625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002735,-10.24390243902439,-274.39024390243907,-107.8048780487805,-0.044921875,-0.0859375,1.134765625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002745,3.658536585365854,-304.87804878048786,-102.43902439024392,0.04296875,-0.099609375,1.06640625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002755,65.60975609756098,-353.1707317073171,-90.2439024390244,0.13671875,-0.201171875,1.037109375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002765,100.00000000000001,-414.87804878048786,-53.65853658536586,0.2421875,-0.201171875,1.3046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002775,87.5609756097561,-455.12195121951225,11.707317073170733,0.30859375,-0.087890625,1.31640625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002786,56.82926829268293,-448.04878048780495,80.2439024390244,0.34375,-0.05859375,1.275390625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002795,36.34146341463415,-402.19512195121956,128.53658536585368,0.3671875,-0.048828125,1.30859375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002805,41.951219512195124,-332.9268292682927,170.97560975609758,0.37109375,-0.0703125,1.380859375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002816,41.951219512195124,-332.9268292682927,170.97560975609758,0.37109375,-0.0703125,1.380859375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002825,48.53658536585366,-255.609756097561,209.51219512195124,0.34375,-0.095703125,1.361328125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002836,56.09756097560976,-140.97560975609758,229.02439024390247,0.21875,-0.052734375,1.208984375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002845,31.219512195121954,-95.60975609756099,213.41463414634148,0.1484375,-0.068359375,1.169921875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002855,-0.48780487804878053,-83.41463414634147,181.70731707317074,0.103515625,-0.0703125,1.15625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002865,-60.97560975609757,-69.51219512195122,148.53658536585368,0.11328125,-0.060546875,1.142578125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002876,-140.2439024390244,-34.390243902439025,120.97560975609757,0.150390625,-0.056640625,1.140625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002886,-199.75609756097563,3.1707317073170733,93.65853658536587,0.181640625,-0.056640625,1.11328125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002896,-244.39024390243904,40.73170731707317,71.70731707317074,0.2109375,-0.06640625,1.080078125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002906,-272.6829268292683,80.48780487804879,50.00000000000001,0.23046875,-0.087890625,1.068359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002915,-272.6829268292683,80.48780487804879,50.00000000000001,0.23046875,-0.087890625,1.068359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002925,-285.3658536585366,115.3658536585366,33.65853658536586,0.22265625,-0.095703125,1.060546875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002936,-338.0487804878049,148.53658536585368,15.609756097560977,0.095703125,-0.00390625,1.029296875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002946,-382.19512195121956,150.97560975609758,8.536585365853659,0.0703125,0.021484375,1.01953125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002956,-438.5365853658537,199.75609756097563,10.000000000000002,0.052734375,0.025390625,0.939453125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002965,-447.31707317073176,255.12195121951223,14.390243902439027,0.0234375,0.005859375,0.908203125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002975,-404.1463414634147,311.70731707317077,25.60975609756098,-0.001953125,-0.046875,0.876953125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002985,-323.4146341463415,372.43902439024396,29.26829268292683,-0.0234375,-0.1171875,0.84765625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416002995,-227.07317073170734,412.9268292682927,20.243902439024392,-0.03515625,-0.150390625,0.818359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003005,-159.26829268292684,430.4878048780488,-0.7317073170731708,-0.052734375,-0.13671875,0.822265625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003016,-143.90243902439025,449.26829268292687,-27.80487804878049,-0.021484375,-0.1015625,0.810546875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003025,-143.90243902439025,449.26829268292687,-27.80487804878049,-0.021484375,-0.1015625,0.810546875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003036,-154.63414634146343,475.12195121951225,-64.87804878048782,0,-0.08984375,0.80078125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003045,-240.7317073170732,500.48780487804885,-145.3658536585366,0.0234375,-0.1015625,0.78125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003056,-292.6829268292683,507.56097560975616,-178.78048780487808,0.029296875,-0.115234375,0.76953125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003066,-353.6585365853659,513.6585365853659,-208.2926829268293,0.021484375,-0.1328125,0.732421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003076,-406.0975609756098,525.1219512195122,-239.75609756097563,0.03125,-0.169921875,0.693359375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003085,-439.75609756097566,544.6341463414635,-263.9024390243903,-0.009765625,-0.232421875,0.66796875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003096,-454.39024390243907,559.5121951219513,-281.70731707317077,-0.111328125,-0.287109375,0.677734375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003105,-451.4634146341464,560.4878048780488,-299.75609756097566,-0.228515625,-0.375,0.65625,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003116,-423.9024390243903,551.4634146341464,-320.00000000000006,-0.2421875,-0.458984375,0.607421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003125,-423.9024390243903,551.4634146341464,-320.00000000000006,-0.2421875,-0.458984375,0.607421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003136,-364.1463414634147,525.609756097561,-324.63414634146346,-0.1796875,-0.533203125,0.580078125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003145,-288.2926829268293,459.51219512195127,-296.82926829268297,-0.177734375,-0.5625,0.630859375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003155,-292.19512195121956,443.9024390243903,-300.4878048780488,-0.203125,-0.529296875,0.658203125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003166,-325.1219512195122,437.80487804878055,-302.6829268292683,-0.2109375,-0.490234375,0.6953125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003175,-360.2439024390244,435.609756097561,-312.43902439024396,-0.2109375,-0.47265625,0.705078125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003185,-385.3658536585366,438.0487804878049,-329.51219512195127,-0.189453125,-0.494140625,0.70703125,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003195,-395.12195121951225,432.43902439024396,-345.8536585365854,-0.123046875,-0.560546875,0.732421875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003205,-393.9024390243903,415.609756097561,-357.31707317073176,-0.072265625,-0.619140625,0.755859375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003217,-380.9756097560976,385.12195121951225,-366.82926829268297,-0.025390625,-0.677734375,0.74609375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003225,-380.9756097560976,385.12195121951225,-366.82926829268297,-0.025390625,-0.677734375,0.74609375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003236,-357.31707317073176,325.1219512195122,-375.8536585365854,0.017578125,-0.740234375,0.740234375,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003245,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003256,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003265,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003276,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003286,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003295,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003305,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
1468416003316,-291.70731707317077,197.07317073170734,-392.19512195121956,-0.001953125,-0.7734375,0.748046875,0,0,0,1500,1500,1500,885,1500,1500,1500,1500,1000,1000,1000,1000,0,0,0,0
